project,sha,text,classification,indicator
cloudstack,de424061b277e81425ba39344952f4ee0767980e,CLOUDSTACK-7006: Restore template ID in ROOT volume usages,non_debt,-
hadoop,a121fa1d39b2eb129bcc0e786d0d24c9ec0cdefc,HADOOP-12481. JWTRedirectAuthenticationHandler doesn't Retain Original Query String. Contributed by Larry McCay.,non_debt,-
ignite,147bdb31b57532e8eba10e8d5d51b9859c6d5d69,#GG-8400 Change path in deploy command.,non_debt,-
beam,0b7dc3de7b9ba30b54bda869f10d920f5686e615,[BEAM-6148] ptest support arbitrary runners,non_debt,-
camel,235022e3fc2d50fb24e5c3f9716b06e646db6b1d,Camel-AWS2-SES: Fixed docs intro,non_debt,-
nutch,f046e632e6c0999ed599681e3116712c71d77add,"Merge branch 'sebastian-nagel/nutch:NUTCH-2281', fixes NUTCH-2281, closes #119",non_debt,-
lucene-solr,5a409e6ed4be788345ccb5b6e14e380334b2424f,LUCENE-6292: seed StringHelper better,non_debt,-
lucene-solr,6a06b0f0dddefb7d545fc47fb809931a29dae67e,We can only remove this in 3.x at earliest (depending on our policy change).,non_debt,-
lucene-solr,6ced6498a418d993d59a892a82c0a0f10f46484e,LUCENE-9050: Backport changes,non_debt,-
camel,9e7553b23000aeacfef335d994617f3e45a0f604,CAMEL-5503 renamed the annotation attribute header to headerName,non_debt,-
geode,4d6df30af1d4d6be997eb4b46fb57790c197c6de,"GEODE-611: Change findbugs annotations to use ASL library
Swtich the findbugs annotation dependency to use an ASL version
from https://github.com/stephenc/findbugs-annotations.  This
library only supports the SuppressWarning annotation, not
SuppressFBWarning so some source files were updated.",non_debt,-
shardingsphere,60b9a27bdc6d978376e99fdf80c0cc05da590c70,add role judgement,non_debt,-
shardingsphere,ec2801cb8fee498a6c3c622be1ee1113dd043925,fix typo,documentation_debt,low_quality_documentation
storm,2a78dc02a54693592dd44c8555325d423c3ba60d,"fix format conversion for NimbusClient, and make timeout optional",non_debt,-
calcite,c823343ef5ce1ffbef07a8c90cca8ed2e15678d9,"[CALCITE-4075] Mock table 'EMPNULLABLES' should allow nulls in all non-pk columns
The name of the table implies that all columns are nullable so to avoid confusion 'ENAME' is also made nullable.",non_debt,-
camel,26b2e1cbbb110838fe862c035c2597be1e8db824,CAMEL-7852 clean up the karaf feature osgi test,code_debt,low_quality_code
skywalking,f40eff5d1545bcdbedd9f7d3516a00b26fd695f8,Provide plugin development guide EN version.,non_debt,-
couchdb,c2474ee98b317e59cac27d9d43518b893e33c1c0,update couch_index (closes COUCHDB-3028),non_debt,-
ambari,e59405796ee977155d4810a87fdd445263183acd,AMBARI-11167. Move alert success logs to DEBUG level (dlysnichenko),non_debt,-
druid,5ff92664f8e3ed560299b896dcc79825f1c6f43b,"Merge pull request #1696 from metamx/cpuTimeReporting
Add CPU time to metrics for segment scanning.",non_debt,-
incubator-brooklyn,66ac217fe6df6f671bed93d55a0a1cb700b523f9,This closes #971,non_debt,-
camel,1c7a2d749e5f75545aa9899e9b06cdef4cf1d614,Add unit test with inlined groovt script for people who want to code in xml,non_debt,-
jmeter,66cd6726e30ccc01506cd32c5ad8209204a38f0f,LDAP doc updates,non_debt,-
cloudstack,fc4cd2d3fbf735085207a61cf09bb729a0df9a8a,fxies,non_debt,-
cassandra,67160090d19fbe02b55b37ebc1ca2ad585b6cb89,add missing 'stop' help back to nodetool,non_debt,-
ignite,6a6ca1a89b0de2fca584c3a4478113516c486d1c,# IGNITE-753 Fixed build.,non_debt,-
hadoop,c9bfca217f4b15a3a367db51147d0dc2075ca274,MAPREDUCE-7165. mapred-site.xml is misformatted in single node setup document. Contributed by Zhaohui Xin.,non_debt,-
ambari,c1320ab9db69b4bfeeaf2892b6c716e793cba05a,"[AMBARI-22770] Bring jenkins job build script under version control (#98)
[AMBARI-22770] Bring jenkins job build script under version control",non_debt,-
groovy,4f03df7146b3f7bc936b60a3f60ee8fd38268c30,GROOVY-5366 unable to add assertions via compile time transform,non_debt,-
camel,b82356519ed2b7de57411117494670cd0d0e6f85,Regen website docs,non_debt,-
tinkerpop,dc92a3c009d6914e950d65f161da18274234df63,Added js/.net api docs to the vote thread email template CTR,non_debt,-
cassandra,f3e24bd5162eede8ad13abc9c85c90dd971fc110,"Merge branch 'cassandra-1.1' into trunk
Conflicts:
	src/java/org/apache/cassandra/cql3/statements/SelectStatement.java",non_debt,-
phoenix,0b3e7aac0d4b646a6aa27216014a178494b62611,PHOENIX-5194 Thread Cache is not update for Index retries in for MutationState#send()#doMutation(),non_debt,-
activemq,372f69aba9c7f9cf7ea25dbc19865c48c632583c,tightened synchronization around dispatchQueue,non_debt,-
cloudstack,4e674ffad1abac139bbb4782b428b7179bfdd0d6,"CLOUDSTACK-6568:API:createVolume: Volume gets created with wrong domain
ID.",non_debt,-
incubator-doris,a0334513673a9a48e6ce62372aa3187d12862328,"modify: (#137)
1. remove libunwind deps
2. modify install in build.sh
3. add SHOW USER stmt to show user privilege",non_debt,-
camel,872ee0dbdceec27b8ea9223345fe42da23739008,CAMEL-2875: sampling DSL supports async routing engine.,non_debt,-
jena,c81688d6d9300b3073ad0efdb17994c960fb60bf,JENA-685 : Don't try to reorder pattern of 0 or 1 triple patterns,non_debt,-
hadoop,72993b33b704991f2a0bf743f31b164e58a2dabc,HADOOP-14596. AWS SDK 1.11+ aborts() on close() if > 0 bytes in stream; logs error. Contributed by Steve Loughran,non_debt,-
ambari,584e627f682968ea7da802b71d9c8ec0561b0eb8,AMBARI-17365 Add-host wizard on large clusters is painfully slow. (atkach),code_debt,slow_algorithm
ignite,366b33213a513e986d436251bd77a442ad3ea8eb,# ignite-gg-9830 Minor fix.,non_debt,-
hbase,1ae03f81b98b1530acf1ddba8a8203c2cf771631,HBASE-3508. LruBlockCache statistics thread should have a name,non_debt,-
zookeeper,0051cd26087492fe393932d9fdac1f7bff8b7ac4,ZOOKEEPER-693: hudson failure in ZKDatabaseCorruptionTest (mahadev via henryr),non_debt,-
airflow,38b54a0d78ac4092a62f3f9e989bd9809d08d6d3,[AIRFLOW-3262] Add param to log response when using SimpleHttpOperator (#4102),non_debt,-
commons-lang,2ecd5a12dc6327e366a82100615e75120d4207ef,Fix issue number: 932 => 931,non_debt,-
echarts,4026b321af4c6386b287a3698d8f546a0ffa15e3,test util supports print data table.,non_debt,-
ambari,70303d0c6526c92f53f95fa283f88de08b103559,AMBARI-19140 Ambari Server symbolic links has double // when root dir is just / (dili),non_debt,-
hive,11efd9a5a3d94a855219089c19567daf80b5c509,"HIVE-4336 Selecting from a view, and another view that also selects from that view fails",non_debt,-
hive,a6148a587992742e98839552c70e5799e4bba3f1,"Revert ""HIVE-15648: Hive throws compilation error due to powermock.version not being present in root pom (Vaibhav Gumashta reviewed by Thejas Nair)""
This reverts commit ec82b84f309119121dc55aa84c1b9b70e7a0c334.",non_debt,-
qpid-dispatch,f30eccc44babf7f15368dd6e46b40168592fbe43,DISPATCH-375: Fix target .war file name in installation instructions,non_debt,-
cassandra,680798e032660c068fae19f4e19ad0833b53d25f,"use weak references to track slab regions
patch by jbellis; reviewed by stuhood for CASSANDRA-3162",non_debt,-
activemq,27484b932435c375e3d9bf27aee6d7bf26ae8f67,https://issues.apache.org/jira/browse/AMQ-3120 - test case in the making,non_debt,-
calcite,9c86556ff397f2548bffe90e7e338774d329211d,[CALCITE-1008] Replace Closeable with AutoCloseable,non_debt,-
zeppelin,af96ddf72cd5718a9dee47226aef77560e0dfb0c,Update bin scripts,non_debt,-
shardingsphere,9d5f1228e4d88c0e440ffccabc7d537867574f86,"for #2722, move DDLStatement.index to CreateIndexStatement & DropIndexStatement",non_debt,-
shardingsphere,9a2d69ea47dd44f78d2a5579f433264ebec76f54,add assertWatch(),non_debt,-
flink,df9080b06be8e06ca5fe2383c8c2115f13f72690,"[hotfix] Extract JobLeaderService interface + rename impl into DefaultJobLeaderService
This commit allows to provide different JobLeaderService implementations to the TaskExecutor.",non_debt,-
calcite,ca3780302463ab2b8ea3180f894f9ea6801f75d0,"MockCatalogReader is used in testing, so cache should be disabled there to avoid thread conflicts and/or stale results",non_debt,-
incubator-hop,87c52db65855e0e806248cba77dc31573f877c9a,"Merge pull request #409 from mattcasters/master
HOP-2215 : NPE when creating project with relative path in home folder",non_debt,-
incubator-pinot,b77b9e26df6f424de276e80a6fc77a9bf82b72c8,"thirdeye build fix (#295)
* thirdeye build fix
* adding end point - thirdeye
* making function end point more specific.",code_debt,low_quality_code
storm,2aaa718094af0d0e931eb3a7a66251268d64896b,Added STORM-713 to CHANGELOG.,non_debt,-
hive,3633db25fadd39fdcad15d95af1cf69cc6e2429e,HIVE-10538: Fix NPE in FileSinkOperator from hashcode mismatch (Peter Slawski reviewed by Prasanth Jayachandran),non_debt,-
ambari,750be1b913bdf2cfb5da7128c8601c3200615fc2,AMBARI-17826. Change in Ambari for Atlas config properties for Kerberos auth (smohanty),non_debt,-
shardingsphere,0a47eeddf699d89642a7a6daf4b1edf53bad53eb,add todo for ComStmtExecutePacket,requirement_debt,requirement_partially_implemented
incubator-pinot,d626db8a59b05ec6689a952801d970ef95db1249,"In new aggregation, resolve some java style warning, remove explicit casting
RB=723078
G=pinot-dev-reviewers
R=jfim,mshrivas,kgopalak,vradhakr,atumbde,raringun,ssubrama
A=mshrivas",code_debt,low_quality_code
camel,07f304e9536370b0eca79852df7b5d945464ffa8,Upgraded to HAPI 2.1 and fixed two tiny bugs of the HL7DataFormat#isValidate() & HL7MLLPConfig#isValidate() methods.,non_debt,-
camel,a4c6174edb61fcd26e830e380ba79843e6e3ddae,CAMEL-1940: Fixed pollEnrich from a JMS queue. Also fixed some other failing unit test due class renames.,non_debt,-
couchdb,0ef71cbba7adc06fe7cf48259aec41e48c3087e2,"Merge pull request #2353 from cloudant/exunit-cover
Exunit cover",non_debt,-
trafodion,aa738cbee91f30f87327a751af8cf5d07d4bcbb2,"Merge ""Fix for NATable Heap leak""",code_debt,low_quality_code
incubator-brooklyn,7f2965177391b757d143177d56fc85db26483359,"Merge pull request #302 from aledsage/fix/entities-stopOnShutdown
Fixes/simplifies synchronization in Entities.invokeStopOnShutdown",code_debt,complex_code
cassandra,a35f1c288f7c7fd82aca6bb7aaef8ec3f6bf857d,"Fix CqlRecordWriter with composite keys
patch by Craig McMillian; reviewed by jbellis for CASSANDRA-5949",non_debt,-
cloudstack,3cc6efce04153a013d70971cbcfdbb20ab8b7fbb,ApiServlet: use HttpUtils instead of class specific implementation,non_debt,-
guacamole-client,3fadac632c1d98aa6071728ada5af024e8eede88,GUACAMOLE-47: Remove XFF header code due to security concerns.,requirement_debt,non-functional_requirements_not_fully_satisfied
trafficserver,69a318f2cbb332edcdcfb6a58aec32b91e05f867,Issue 4635: Address pipe reuse after configuration reload issues,non_debt,-
ambari,d6949dc3784961da1f70dfa2435d6770df52d173,AMBARI-6621. RM HA Wizard: Show confirmation popup if user try to close wizard on the last step. (akovalenko),non_debt,-
reef,288c9d17ce5c9f7918831ed4a448f013f540c3b5,"Merge pull request #141 from Microsoft-CISL/Julia-TangConfigurationUpdate-11-26
Julia Tang Fork Injector and test case",non_debt,-
trafodion,e52151b95cbd034f4511044b7ea880b15f867a17,"Merge ""Fix for bug 1360493 - Use correct row ID length""",non_debt,-
spark,25c01c54840a9ab768f8b917de7edc2bc2d61b9e,"[STREAMING] [MINOR] Close files correctly when iterator is finished in streaming WAL recovery
Currently there's no chance to close the file correctly after the iteration is finished, change to `CompletionIterator` to avoid resource leakage.
Closes #6050 from jerryshao/close-file-correctly and squashes the following commits:
52dfaf5 [jerryshao] Close files correctly when iterator is finished",design_debt,non-optimal_design
camel,d9a474350c2c5fb3d9364cd5028b4e371e387adb,CAMEL-3640: Lucene should type convert to String for headers and not type cast.,non_debt,-
jmeter,c2d0b2a165f02f8a3b649bcd51f631ac5a156a1e,Updated to log4j-2.11.1 (from log4j-2.11.0),non_debt,-
flink,89262012a86647ebc3658027e5690a242b2f0782,"Revert ""[FLINK-20033] Make JobManagerJobStatusListener call back run directly""
This reverts commit 03047a78b6ad8017eb240548a009424d68ffc971.
This closes #14037.",non_debt,-
spark,b328ac6c8c489ef9abf850c45db5ad531da18d55,"Revert ""[SPARK-5244] [SQL] add coalesce() in sql parser""
This reverts commit 812d3679f5f97df7b667cbc3365a49866ebc02d5.",non_debt,-
zookeeper,9d52877a46776ab4bd3df919dd303992fddda4c9,ZOOKEEPER-1380. zkperl: _zk_release_watch doesn't remove items properly from the watch list. (Botond Hejj via mahadev),non_debt,-
shardingsphere,76ebcc99c3608e94166d2a73630fdeb26daaa4e1,add catch (final Exception ex),non_debt,-
lucene-solr,afad8123d2a299e346def512268abc2ba197c4d6,clear up more warnings in modules/contrib,code_debt,low_quality_code
cassandra,9a278359060aa2c5bf4099fb36a40506245d3f57,Merge branch 'cassandra-3.0' into trunk,non_debt,-
lucene-solr,160eac52ca11be9edbc9a9e937814ff0bb36637c,fix typos (merge from branch_4x),documentation_debt,low_quality_documentation
usergrid,07f6cfedac9d5394c69c6c62355f6830bb37d2f2,remove connections,non_debt,-
shardingsphere,18a97acbcb80975fbcda90b7bc43de93f69e7317,replace travis build status with jenkins,code_debt,low_quality_code
myfaces-tobago,c77cea971acdec11fffb734224229ca8ddcc1b32,"Merge from trunk
TOBAGO-1455: Updating examples to Jetty 9",non_debt,-
trafficcontrol,740cc2ba910dd49ffa10a2b25e625d5ab381dde8,Added crontab file,non_debt,-
ambari,160a6ec231e4052c3b7e22d7e03de859cde7ac31,Merge branch 'trunk' into branch-feature-AMBARI-20859,non_debt,-
systemds,eeffef63cd8e2a5563c31f067cfe21e73a08e32d,"[SYSTEMDS-2812] Added conv1d layer to nn library (via conv2d)
Closes #1174.",non_debt,-
cxf,1b8064f475b09323c5c11d9e8a4e1440879cae26,"Upgrading to JAX-RS 2.1-m04, updating SSE server-side implementation to accomodate API changes. Sealed SseImpl",non_debt,-
shardingsphere,d604be7c7ada091335049443b5d6e5907612e77f,for #1363 remove sharding-transaction-reg-api dependency.,non_debt,-
myfaces-tobago,673b5d8ddc220bdf17cda2dd6562ffce596677f8,TOBAGO-163 Calculation of component-height doesn't work correctly if margin is set in gridLayout,non_debt,-
ignite,2b16b57438cd03a60e561da10df869adf893418a,1.5.0-SNAPSHOT,non_debt,-
carbondata,c2f0d0896544f62df009f8be2b75bc0311f428c2,rebase,non_debt,-
netbeans,6e6aa5ac2d94cdaa0ddcdbc05e5c27d68d8693d1,Build derby sample DB from source instead of downloading prebuild binary,non_debt,-
jmeter,dc8697dca1b6eb97b48f2745b0a1c0cefee34e0c,"[Bug 55512] Summariser should be enabled by default in Non GUI mode
Restore 30 seconds as interval
Bugzilla Id: 55512",non_debt,-
cassandra,2690f286bc4522e680a8e59a2b270f627f6438bd,add missing resources,non_debt,-
attic-stratos,8eb8de21b3d1d4808793fcdab6fd45ca00861f2b,Adding database creation command to mysqlscript.sql file,non_debt,-
incubator-mxnet,340299783d3876e550c5b2ff87139a01c9906071,dfs->postorder,non_debt,-
infrastructure-puppet,e3a89661c04aaebfd22f0f1cfbb0dd4da1dbd546,add ulimit_asf wrapper class,non_debt,-
daffodil,955f4951b88170f4d1e0afa416a9eafaaa22152c,"Big changes. 
Added whole grammar system. Can now describe what goes on
when trying to process DFDL using a BNF-grammar-like construction set. 
The whole 'grammar' for DFDL is in dsom/GrammarMixins.
Works like a compiler so as to do much more decision making at compile
time than prior-versions. The front end now calls for many more DFDL
properties to be defined than were required before. This required
updating the DFDL schemas in many unit tests and test files.
However, there is still no backend for this. 
Reorganized tests into those that should pass, and those known to fail -
for both the AA-BG tests, and the IBM tests. 
5 fewer tests pass in the AA-BG set, and only 1 IBM test passes now.
This is a minor regression due to the new-front end not having group
references yet, and having not yet implemented type to element
back-referencing in the new front-end, and a bunch of new rich
attributes are now computed on our schema components, many of which
aren't adequately unit tested yet. 
Added the remaining ICU jars that we need to support charset
encoding/decoding, and unit tests that exercise this stuff. This remains
a learning exercise in figuring out how to get the right notification
call backs from ICU for the needed encode/decode error situations in
DFDL. 
Added a Unit test for Unicode, XML, and internationalization. This test
just characterizes the behavior of the Scala environment. So as new
revisions of Scala come out, if something we are depending on, say about
how it does XML namespaces, then there is some likelihood one of these
tests will fail.",requirement_debt,requirement_partially_implemented
